0.000000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00,7.853981633974482790e-01,0.000000000000000000e+00,0.000000000000000000e+00,-1.570796326794896558e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-4.998000000000000220e-01,-2.000000000000000096e-04,7.778022289790877952e-01,-2.846940006444394558e-03,1.280247265521712564e-04,-1.568077203752508586e+00,5.195123498058507120e-17,1.092176846644121388e-02,-1.785434812158934745e-03,6.758781020956972432e-03,2.430330392989161689e-03,0.000000000000000000e+00
0.000000000000000000e+00,-4.996000000000000441e-01,-4.000000000000000192e-04,7.702748927754402564e-01,-5.666282027185138605e-03,2.543105685839811090e-04,-1.565385391234116685e+00,2.000000000051995027e-06,2.155466061795028448e-02,-3.551929092607251405e-03,1.332245249107364554e-02,4.733056793933298687e-03,0.000000000000000000e+00
0.000000000000000000e+00,-4.994000000000000661e-01,-6.000000000000000559e-04,7.628200502660349436e-01,-8.455681076460674211e-03,3.793941892740322315e-04,-1.562721868589341367e+00,4.000000000052016959e-06,3.193378311942077913e-02,-5.353600829594833826e-03,1.966346034183552582e-02,6.917884957278125704e-03,0.000000000000000000e+00
0.000000000000000000e+00,-4.985000000000000542e-01,-2.000000000000000367e-04,7.547922272586571335e-01,-6.711611622759035452e-03,-1.923302800617279068e-03,-1.562166241053151827e+00,7.000000000318066696e-06,3.975493134744934043e-02,2.499425467050270244e-02,3.395900804029314268e-02,3.079134098696610644e-02,0.000000000000000000e+00
0.000000000000000000e+00,-4.979000000000000647e-01,-1.000000000000000319e-04,7.471256455412237374e-01,-1.418323453032117182e-02,1.250000586324870322e-02,-1.569121926809455614e+00,1.100000000031818256e-05,4.863117625076675277e-02,4.137528267089798928e-02,4.476028082403002428e-02,4.524734110695611405e-02,0.000000000000000000e+00
0.000000000000000000e+00,-4.977000000000000868e-01,-3.000000000000000279e-04,7.398534583849492030e-01,-1.309938277384517513e-02,4.933784785537136293e-03,-1.562644557488219954e+00,1.600000000031880554e-05,5.842267632276629263e-02,4.151105931668275240e-02,5.131816697622418322e-02,4.860446629155355802e-02,0.000000000000000000e+00
0.000000000000000000e+00,-4.972000000000000863e-01,-3.000000000000000279e-04,7.324260572321972251e-01,-7.461713413714919987e-03,-9.767283411192591996e-03,-1.553587158651620559e+00,2.100000000031872040e-05,6.743397441222515054e-02,5.309191261767913506e-02,6.079052274023168112e-02,5.972426191800764977e-02,0.000000000000000000e+00
0.000000000000000000e+00,-4.969000000000000639e-01,-4.000000000000000192e-04,7.252105634510773724e-01,-1.513075437963425605e-02,2.565257189119330913e-03,-1.558257658286013259e+00,2.700000000031937446e-05,7.663763749410509862e-02,5.753226427757339445e-02,6.821564994818379857e-02,6.590900688839460009e-02,0.000000000000000000e+00
0.000000000000000000e+00,-4.962000000000000854e-01,-2.000000000000000096e-04,7.177150895333561653e-01,-1.049774298502900369e-02,-7.311946092303723416e-03,-1.553021466399195472e+00,3.400000000031447257e-05,8.503463958591497840e-02,8.020873288586194416e-02,8.056515070430272929e-02,8.463297683238006630e-02,0.000000000000000000e+00
0.000000000000000000e+00,-4.958000000000000740e-01,-2.000000000000000096e-04,7.105815503776772291e-01,-1.815966777094180779e-02,5.857261884217970435e-03,-1.558537749589804289e+00,4.200000000031287809e-05,9.394216249582350298e-02,8.787959438851397631e-02,8.875090666094932745e-02,9.302560528829825759e-02,0.000000000000000000e+00
0.000000000000000000e+00,-4.953000000000000735e-01,-1.000000000000000048e-04,7.034084926962737017e-01,-1.286486507571140900e-02,-7.466627603156021642e-03,-1.550518662797660596e+00,5.000000000031357399e-05,1.026108091526884286e-01,1.011833482079484980e-01,9.850815204189938834e-02,1.052407603836517797e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.948000000000000731e-01,-1.000000000000000048e-04,6.963479433159107668e-01,-2.070787975897793107e-02,6.991953512160292011e-03,-1.557144229229710408e+00,5.829394506228949930e-05,1.113279428856402964e-01,1.122869197330110536e-01,1.076455772843616238e-01,1.159026305492999870e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.943000000000000727e-01,0.000000000000000000e+00,6.893474780088618692e-01,-1.497500824017132179e-02,-7.518283970591170540e-03,-1.548378563312296174e+00,6.659389853159215246e-05,1.199621724470310152e-01,1.239928688664576062e-01,1.168880288758404884e-01,1.270003576526536337e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.938000000000000722e-01,1.000000000000000048e-04,6.824090155819098058e-01,-2.266759960183126199e-02,6.992687749144422746e-03,-1.555209637516614452e+00,7.590005228890607622e-05,1.285545783034595657e-01,1.361687259247142678e-01,1.262184817507186196e-01,1.384381676924564541e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.933000000000000718e-01,2.000000000000000096e-04,6.755109999778277086e-01,-1.667356002830111192e-02,-7.469274532867846775e-03,-1.546756404609692659e+00,8.621025072850158945e-05,1.371290961420405519e-01,1.499332726578181951e-01,1.360364071153444265e-01,1.510429702288053622e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.928000000000000713e-01,3.000000000000000279e-04,6.686892536261431763e-01,-2.377861433392892965e-02,6.162524271273211313e-03,-1.553298831282841075e+00,9.752807609332710646e-05,1.457179563168622127e-01,1.633285883443831576e-01,1.457317834123514622e-01,1.633776617809986897e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.922000000000000819e-01,4.000000000000000192e-04,6.618805294357924529e-01,-1.845414289171913580e-02,-6.143588568259306104e-03,-1.546332870757937350e+00,1.088472036742961480e-04,1.543813910121876742e-01,1.797645127130575726e-01,1.563224004316670357e-01,1.777886334594425410e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.916000000000000925e-01,5.000000000000000104e-04,6.551619544801090544e-01,-2.515564568169553761e-02,7.106279071101529246e-03,-1.552898907464817402e+00,1.211753461787323994e-04,1.629635138150495322e-01,1.948154665422264786e-01,1.665210284759094383e-01,1.912230820472273496e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.911000000000000920e-01,6.000000000000000559e-04,6.485391491223959637e-01,-1.961315029038784505e-02,-6.258057895838607318e-03,-1.545094728169720710e+00,1.338507851071976521e-04,1.715114160534937648e-01,2.082017770790599853e-01,1.761989627737464703e-01,2.034404920479634671e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.906000000000000916e-01,7.000000000000001013e-04,6.419664944074195967e-01,-2.594288386347869471e-02,6.147853301786587038e-03,-1.551190563059726468e+00,1.465362541642018998e-04,1.801254704066100332e-01,2.225729609816906873e-01,1.862141409871473086e-01,2.163668036841608355e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.901000000000000911e-01,8.000000000000001468e-04,6.354546540095462603e-01,-2.074202732172906669e-02,-6.095206516863876933e-03,-1.544169010966865319e+00,1.602338860846251568e-04,1.886977171871601910e-01,2.371196808988076388e-01,1.963003402795440167e-01,2.294455779640430515e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.895000000000001017e-01,9.000000000000001922e-04,6.289932649479388349e-01,-2.661628052652738677e-02,5.792493884411324678e-03,-1.550204750441154467e+00,1.739416082722990598e-04,1.974038036948961572e-01,2.529182620944294690e-01,2.067981001502739724e-01,2.435490299232128397e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.889000000000001123e-01,1.000000000000000238e-03,6.225844710813946969e-01,-2.149266259348172475e-02,-5.738525054496280281e-03,-1.543820631194065873e+00,1.886598494990033518e-04,2.061727219012275958e-01,2.694086020631440426e-01,2.174955658062168173e-01,2.581108224423200870e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.883000000000001228e-01,1.100000000000000283e-03,6.162445833987290067e-01,-2.670524119095156815e-02,4.885781677307222959e-03,-1.549256627305936052e+00,2.027578831942057820e-04,2.149016202971982814e-01,2.854855122076159213e-01,2.280896027778570867e-01,2.723225940111259069e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.877000000000001334e-01,1.200000000000000329e-03,6.099554532213872227e-01,-2.239255786643174623e-02,-4.880284993056142884e-03,-1.543828501786127960e+00,2.178711441410102322e-04,2.236512905503446336e-01,3.016766434291157650e-01,2.388869228509241660e-01,2.864660754127082987e-01,0.000000000000000000e+00
0.000000000000000000e+00,-4.870000000000001550e-01,1.400000000000000419e-03,6.036833245315090801e-01,-2.650179546802038100e-02,4.081197546631509104e-03,-1.548707001149965068e+00,2.329895055340377422e-04,2.325922802725283178e-01,3.203903009938224855e-01,2.506385284945908953e-01,3.023691170559343333e-01,0.000000000000000000e+00
